Column,Count_1
outrosSintomas_CEFALEIA_FRONTAL_HÁ_03_DIAS,2
outrosSintomas_sensação_de_peito_cheio,2
"outrosSintomas_DOR_ARTICULAR,NAUSEA",2
"outrosSintomas_Mialgia_,Dor_Nas_Costas",2
outrosSintomas_HEMOPTOSE,2
outrosSintomas_Falta_de_ar.,2
"outrosSintomas_calafrios,mialgia",2
outrosSintomas_VISTA_PESADA,2
outrosSintomas_Dor_No_Cotovelo,2
"outrosSintomas_desconforto_respiratório,dor_torácica",2
outrosSintomas_respiração_sibilante.,2
outrosSintomas_vômitos_e_diarréia,2
outrosSintomas_ansia_de_vomitos,2
outrosSintomas_dor_na_barriga,2
outrosSintomas_DOR_DE_OUVIDO;_DOR_NO_CORPO,2
outrosSintomas_Dor_Em_Região_Peitoral,2
outrosSintomas_RELATA_BRONQUITE_ATACADA,2
outrosSintomas_Dor_NAs_Pernas,2
outrosSintomas_DOR_NAS_COSTAS_E_INCÔMODO_NA_GARGANTA.,2
outrosSintomas_mialgia_e_rouquidão,2
outrosSintomas_odifofagia__e_dor_nos_ombros,2
outrosSintomas_ROUQUIDAO._CANSAÇO,2
outrosSintomas_ARTICULAÇÕES_E_DOR_NOS_OLHOS,2
outrosSintomas_Dor_no_fundo_dos_olhos,2
"outrosSintomas_Mialgia,Dor_Em_Volta_Olhos",2
outrosSintomas_congestão_nasal/fadiga,2
"outrosSintomas_Oltagia,Peito_Cheio",2
outrosSintomas_FEBRE_NÃO_AFERIDA.,2
outrosSintomas_Dor_no_Corpo_e_nos_Olhos,2
outrosSintomas_Colica_Abd_Leve_Intensidade_(Dor_Não_Localizada)_Associado_Com_Nauseas,2
outrosSintomas_Zumbido_No_Ouvido,2
outrosSintomas_dores_abdominais,2
outrosSintomas_fadiga/congestão_nasal,2
outrosSintomas_nas_Costas_e_Olhos,2
outrosSintomas_Dor_No_Seios_Para_Nasais,2
outrosSintomas_Insonia,2
outrosSintomas_SENSAÇÃO_DE_FORMIGAMENTO,2
"outrosSintomas_MIALGIA,CONG.NASAL",2
outrosSintomas_14/02/2022,2
outrosSintomas_ROQUIDÃO_PERDA_PALADAR_E_OLFATO,2
outrosSintomas_Dor_Retrorbitaria,2
outrosSintomas_Cefaleia_Frontal_Latejante,2
outrosSintomas_DOR_NO_CORPO_MFALTA_DE_APETETE_DIARREIA,2
outrosSintomas_Otalgia_bilateral.,2
outrosSintomas_FRAQUEZA_CALAFRIOS_MIALGIA,2
outrosSintomas_Dor_Nos_Olhos_E_Face,2
outrosSintomas_Olhos_Irritados,2
"outrosSintomas_congestao_nasal,sinusite",2
"outrosSintomas_cefaleia,mal_estar",2
outrosSintomas_Dor_Nas_Costas_E_Nas_Pernas,2
outrosSintomas_DOR_ABDOMINAL;_FRAQUEZA;_FALTA_DE_APETITE,2
outrosSintomas_Dor_nas_Pernas,2
"outrosSintomas_calafrios,otalgia",2
"outrosSintomas_VOMITO,CALAFRIO,MIALGIA",2
outrosSintomas_Dor_De_Barriga,2
"outrosSintomas_mialgia,cefaleia",2
outrosSintomas_CONG_NASAL_FADIGA,2
"outrosSintomas_DIARREIA_,ESPIRROS",2
outrosSintomas_disuaria,2
outrosSintomas_desconforto_urinario,2
outrosSintomas_Dor_Nos_Olhos_E_Cervical,2
outrosSintomas_Bat._asa_de_nariz,2
outrosSintomas_DIARREIA_E_SUDORESE_INTENSA,2
outrosSintomas_Enjoo_e_prurido_no_corpo,2
outrosSintomas_ST-95%,2
outrosSintomas_vertigens_e_nauseas,2
outrosSintomas_Sengue_Em_Secreção_De_Trato_Respiratorio.,2
outrosSintomas_PRODUÇAÕ_DE_ESCARRO,2
outrosSintomas_Dor_Nos_Seios_Nasais,2
outrosSintomas_Dor_Nas_Costas_E_Em_Mmii,2
outrosSintomas_congestão_nasal/mal_estar,2
outrosSintomas_mialgia_e_mal_estar,2
outrosSintomas_Catarro,2
outrosSintomas_Cansaço_E_Mialgia,2
outrosSintomas_Resfriado,2
outrosSintomas_Fadiga_Inapetencia,2
outrosSintomas_CALAFRIOS;_MIALGIA,2
outrosSintomas_Ansioso,2
outrosSintomas_DESINTERIRA,2
outrosSintomas_CONFUSAO_MENTAL.,2
outrosSintomas_DOR_NOS_MEMBROS_INFERIORES,2
outrosSintomas_Relata_Nariz_Congestionado_E_Dor_Nas_Costas,2
outrosSintomas_Dor_em_Panturrilha,2
outrosSintomas_fraqueza_e_febre,2
"outrosSintomas_nausea/vomito,escarro,disfagia,fadiga",2
outrosSintomas_Dor_Periobital,2
outrosSintomas_Irritação_Nas_Olhos,2
outrosSintomas_Dor_No_Corpo_E_Disúria,2
"outrosSintomas_vomito,mialgia,nausea,obstrução",2
outrosSintomas_cólica_abdominal,2
outrosSintomas_AMIOLITE,2
outrosSintomas_Odinofagia_Otalgia__Tosse_Seca,2
"outrosSintomas_ESPIRROS_,CALAFRIOS",2
"outrosSintomas_milagia,calafrio,congestao_nasal",2
outrosSintomas_Sudoreses,2
outrosSintomas_congestão_nasal/mialgia,2
"outrosSintomas_MIALGIA,ADINAMIA,CALAFRIOS,CONGESTAO_NASAL,ESPIRROS",2
outrosSintomas_Dor_Em_Volta_Dos_Ohos,2
outrosSintomas_NAUSEA_CONGESTA_NASAL,2
"outrosSintomas_dor_no_corpo_,congestão_nasal",2
"outrosSintomas_mialgia,desanimo,espirro",2
outrosSintomas_DOR_N_O_CORPO,2
outrosSintomas_Odinofgia,2
outrosSintomas_Peito_E_Costas,2
"outrosSintomas_mialgia,odinofagia",2
outrosSintomas_DIARREIA_LIQUIDA_E_DOR_NO_CORPO,2
outrosSintomas_Fomrigamento_Em_Mse,2
outrosSintomas_Não_inofrmado,2
outrosSintomas_CONGESTÃO_NASAL;_DOR_DE_OUVIDO,2
outrosSintomas_DOR_NOS_OLHOS_DOR_NO_CORPO,2
"outrosSintomas_NAUSEA/VOMITO_CALAFRIOS,CONGESTÃO_NASAL",2
outrosSintomas_Desconforto_Respiratório_Mal_Estar,2
outrosSintomas_não_informados,2
outrosSintomas_Congestão_nasal_e_prostração,2
outrosSintomas_Dor_Abdominal_Em_Baixo_Ventre,2
outrosSintomas_MALESTAR,2
outrosSintomas_Dores_Nas_Articulações,2
outrosSintomas_dor_na_pele,2
outrosSintomas_mal_estado_geral,2
outrosSintomas_MAL_ESTAR_GERAL_E_ODINOFAGIA,2
outrosSintomas_Paciente_Asmático,2
outrosSintomas_SECREÇÃ_DIARRÉIA.,2
"outrosSintomas_Saturação_97%,82Bpm",2
"outrosSintomas_MIALGIA,NARIZ_ENTUPIDO",2
"outrosSintomas_FALTA_DE_AR,TAQUIPNEICO,",2
outrosSintomas_Sensação_De_Desmaio,2
outrosSintomas_MIALGIA_-_CANSAÇO,2
outrosSintomas_Mialgia_e_cefaleia,2
outrosSintomas_gosto_ruim_na_boca.,2
outrosSintomas_Paciente_Ja_Chegou_Com_Teste_Positivo,2
outrosSintomas_Dor_muscular_e_fraqueza,2
outrosSintomas_Dor_Orbitaria,2
outrosSintomas_CHIEIRA_TORACICA,2
outrosSintomas_Mialgia_E_Odinofagia,2
"outrosSintomas_DIARRÉIA_,EMESE",2
outrosSintomas_Congetao_Nasal,2
outrosSintomas_Sudorese_Noturna,2
outrosSintomas_prurido_nasal,2
outrosSintomas_canseira,2
outrosSintomas_Fadiga_A_Noite,2
"outrosSintomas_sudorese,cala_frio",2
outrosSintomas_Ânsia_de_Vômito,2
"outrosSintomas_DIARREIA_,ADINAMIA,DOR_ABDOMINAL,NAUSEAS,CONGESTAO_NASAL,ESOIROS",2
outrosSintomas_SINTOMAS_DE_RESFRIADO,2
"outrosSintomas_ESPIRROS,CONGESTÃO_NASAL,MIALGIA",2
outrosSintomas_ODINOFAGIA_MIALGIA,2
outrosSintomas_CRISES_CONVULSIVAS_E_SONOLENTA,2
outrosSintomas_DOR_TORACICA._REFERE_INAPETENCA.__--_INFORMAÇÕES_PRONTUARIO_ELETRONICO,2
outrosSintomas_Dor_nas_Costas_e_Joelho,2
outrosSintomas_Odinofagiaa,2
outrosSintomas_vomito_e_mialgia,2
outrosSintomas_SATURAÇÃO<95%.,2
"outrosSintomas_MIALGIA/ARTRALGIA,ADINAMIA/FRAQUEZA,CALAFRIOS,FADIGA",2
"outrosSintomas_DIARREIA,MIALGIA,NAUSEAS/VOMITOS,PIGARRO",2
outrosSintomas_PRESSAO_NO_ABDOMEN,2
outrosSintomas_DOR_NAS_COSTAS_E_DOR_NO_CORPO,2
outrosSintomas_CALA_FRIO_E_DIARREIA,2
"outrosSintomas_mialgia,sudorese",2
"outrosSintomas_PONTADA_NO_PEITO,VOMITO,",2
outrosSintomas_espirros_mialgia,2
outrosSintomas_VOMITO_FEBRE,2
outrosSintomas_CATARRO_COM_SANGUE,2
outrosSintomas_DOR_NAS_COSTAS_E_TORAX,2
"outrosSintomas_desconforto_respiratorio,congestao_nasal",2
outrosSintomas_Dor_No_Corpo_E_Nas_Costas,2
outrosSintomas_APENAS_CORIZA,2
outrosSintomas_DIARREIA_LIQUIDA_SEM_PRODUTOS_PATOLOGICOS,2
outrosSintomas_DOR_NO_CORPO._AFIRMA_CONTATO_NA_ESCOLA._COLEGIO_NAVIRAI.,2
outrosSintomas_IMUNIZADA_COM_1_DOSE,2
outrosSintomas_GUILHERME_ARRUDA,2
outrosSintomas_RELATANDO_QUADRO_DE_ESPIRROS,2
outrosSintomas_TIRAGEM_INTERCOSTAL_E_BATIMENTO_ASA_DE_NARIZ,2
"outrosSintomas_DIARREIA,DOR_ABDOMINA,CALAFRIOS_E_MIALGIA",2
outrosSintomas_REALIZOU_TESTE_COVID_ANTIGENO._TRAZ_CONGISO_TESTE_COVID_REAGENTE_29/01/2022.__NESSA_UNIDADE_ISO-DOM,2
"outrosSintomas_T;36,8___S;99%",2
"outrosSintomas_ASTENIA,DIARREIA,CANSAÇO",2
outrosSintomas_dores_no_corpo_e_nauseas,2
outrosSintomas_ESPIRRO______________________________________________________________________________________________________TRAB_CRECHE,2
outrosSintomas_dor_de_cabeça_e_corpo,2
outrosSintomas_FC:_89_BPM,2
"outrosSintomas_Mialgia,Congestão_Nasal",2
"outrosSintomas_VIAJA_PELA_REGIÃO,",2
outrosSintomas_calafrius_e_mal_estar,2
outrosSintomas_MIALGIA_E_CONTATO_COM_CASO_POSITIVO,2
outrosSintomas_ENTRE_POSTO,2
outrosSintomas_GABRIEL,2
outrosSintomas_VENDEDOR_DA_COPASUL,2
outrosSintomas_RELATA_SENTIR_MOLESA,2
outrosSintomas_EXAME_REALIZADO_NO_HOSPITAL,2
outrosSintomas_mialgia/artralgia;_cefaléia;_coriza;_fraqueza;_falta_de_ar;_dor_nos_olhos;_fadiga;_congestão_nasal,2
outrosSintomas_SAT._95%._PACIENTE_FOI_HOSPITALIZADO_E_NO_DIA_20/10/2021_FOI_LIBERADO_COM_MELHORA_DO_QUADRO_CLÍNICO.,2
"outrosSintomas_DOR_NO_CORPO,CONTATO_COM_POSITIVO",2
outrosSintomas_ALGIA_TORRACICA,2
outrosSintomas_PERCA_PALADAR_ONTEM,2
outrosSintomas_FEBRE_ONTEM,2
outrosSintomas_CORIZA_DOR_NA_GARGANTA.,2
outrosSintomas_DIA_16/11/2022_HDO_SINTOMAS_GRIPAIS,2
outrosSintomas_DOR_TORACICA_E_DOR_MMII,2
outrosSintomas_TOSSE_ESPORÁDICA_E_ODINOFAGIA_DE_INÍCIO_HÁ_3_DIAS._RELATA_VIAGEM_PRÉVIA_PARA_SP_COM_RETORNO_NO_DIA_12/11/22.,2
outrosSintomas_RIQUIDAO;_MIALGIA;_ASTENIA.,2
outrosSintomas_AUGENIA,2
outrosSintomas_Alteração_de_apetite,2
outrosSintomas_É_HIPERTENSO,2
outrosSintomas_DESCON._RESPIRATORIO_E_DIARREIA,2
outrosSintomas_CANSAÇO_NAS_PERNAS._JA_FOI_FUMANTE,2
outrosSintomas_TEVE_FEBRE_HOJE_A_NOITE,2
outrosSintomas_CANSAÇO_SPO2_98%,2
outrosSintomas_MIALGIA_E_FALTA_DE_APETITE,2
outrosSintomas_SINAIS_DE_ESFORÇO_REPIRATORIO_E_FRAQUEZA,2
"outrosSintomas_NÁUSEA,ESPIRROS,MAL_ESTAR",2
"outrosSintomas_COCEIRA_NO_FINAL_DA_LINGUA_,INICIO_DA_GARGANTA",2
outrosSintomas_DESCF_RESPIRATORIO,2
outrosSintomas_Retroocular,2
outrosSintomas_DOR_NAS_COSTAS_E_ABDÔMEN_NA_REGIÃO_DO_PULMÃO,2
outrosSintomas_ROUQUIDÃO_E_DIFICULDADE_PARA_RESPIRAR.,2
outrosSintomas_CRIANÇA_TEVE_CONTATO_COM_CASO_POSITIVO_(IRMÃO)_REFERE_TOSSE,2
outrosSintomas_dor_abdominal_e_diarreia,2
outrosSintomas_HIPERVOLEMICA,2
outrosSintomas_DORES_NO_SEIO_DA_FACE,2
outrosSintomas_esternutação,2
outrosSintomas_hiposaturação,2
outrosSintomas_MIALGIA_LOMBALGIA,2
outrosSintomas_MIALGIA_+_CANSAÇO_+_DESCONFORTO_RESPIRATORIO,2
outrosSintomas_ELETRECISTA_AUTOMOTIVO,2
outrosSintomas_MAL_STAR,2
outrosSintomas_E_No_Torax,2
outrosSintomas_Cansaço_E_Dor_No_Corpo,2
outrosSintomas_PACIENTE_REFERE_TOSSE_CEFALEIA_MIALGIA_ODINOFAGIA_E_MAL_ESTAR.,2
outrosSintomas_MARIDO_COM_COVID_POSITIVO,2
outrosSintomas_Cefaleia_Frontal_E_Retro_Orbitaria,2
outrosSintomas_CONATATO_DE_CASO_POSITIVO,2
outrosSintomas_DOR_DE_ESTOMAGO_E_VOMITO,2
outrosSintomas_NAO_COLETADO_INFORMACOES,2
outrosSintomas_NEGA_CTT+___________________________TRABALHO-_MINERAÇÃO_STA_MARIA,2
outrosSintomas_EDEMA_DE_MMII_E_EDEMA_DE_FACE,2
outrosSintomas_ESCOTOMAS,2
outrosSintomas_AZIA,2
outrosSintomas_DIARREIRA_E_DOR_NO_CORPO,2
outrosSintomas_ESPIRRO_______________________________________________________________CTT+_FILHA_KARINA_BEATRIZ____________________________________________________________________________DO_LAR,2
outrosSintomas_TRABALHADORA_NA_WINNER,2
outrosSintomas_DOR_NO_CORPO._NEGA_CONTATO_COM_POSITIVADO._TRABALHA_NA_DESOSSA_-JBS.,2
"outrosSintomas_mialgia,dor_ocular",2
outrosSintomas_PACIENTE_ETILISTA_CRÔNICO,2
outrosSintomas_DEU_ENTRADA_DIA_19/10/2021_REFERINDO_FRAQUEZA,2
outrosSintomas_Paciente_relata_cefaleia,2
outrosSintomas_PACIENTE_CHEGOU_EM_PARADA_CARDIORESPIRAT´ÓRIA,2
outrosSintomas_DOR_NO_PEITO______________________________________________________________________________________________________TEVE_COVID_07/2021_______________________________________________________________________________________TRAB_SORVETEIRA_GURI,2
outrosSintomas_DOR_NAS_COSTAS_NAUSEAS,2
outrosSintomas_DOR_NO_CORPO._NEGA_CONTATO_COM_POSITIVADO.__TRABALHA_NA_ESCOLA_ODERCIO_DE_MATOS_E_ESCOLA_VERA_BRIDA,2
outrosSintomas_TAQUIDISPNEIA/_DESCONFORTO_RESPIRATÓRIO,2
outrosSintomas_TURVAÇÃO__VISUAL,2
outrosSintomas_MIALGIA/ALGIA_OCULAR/DOR_NAS_COSTAS,2
"outrosSintomas_FALTA_DE_APETITE_E_DISPNEIA_LEVE._T:_36,5°",2
outrosSintomas_FALTA_DE_APETITE________________________________________________________________________CTT+_LABORAL_________________________________TRAB_EDIFORME,2
outrosSintomas_PA_140X80,2
outrosSintomas_dor_no_corpo_e_calafrius,2
outrosSintomas_DOR_NO_CORPO_______________________________CTT+_ESPOSO_DEVONCIR,2
outrosSintomas_INAPETENCIA_DIARREIA,2
outrosSintomas_tomoracao_axiliar,2
outrosSintomas_FEBRE_NAO_AFERIDA_,2
outrosSintomas_MAL_ESTAR_+_CONTATO_COM_ACOMETIDO_COVID_(+),2
outrosSintomas_CONGESTAO_NASAL_E_DOR_DE_OUVIDO,2
outrosSintomas_ESPIRRANDO_E_VERTIGEM,2
outrosSintomas_SUDORESE_E_ARDÊNCIA,2
outrosSintomas_INCIOTROMBOSE,2
outrosSintomas_MIALGIA_ASTRALGIA,2
"outrosSintomas_DISPNEIA_,TOSSE",2
outrosSintomas_vomito_diarreia_calafrio,2
outrosSintomas_Amostra_Positiva_para_Influenza_A_Não_Subtipável_em_26/12/21.,2
outrosSintomas_VÔMITOS_E_DOR_NAS_COSTAS,2
outrosSintomas_articulaçoes_e_edema,2
"outrosSintomas_DISPNEIA,TOSSE",2
outrosSintomas_TAQUICÁRDICA,2
"outrosSintomas_TAQUICARDIA,DESCONFORTO_RESP,,HIPOTENSAO",2
outrosSintomas_Ruim,2
outrosSintomas_DOR_TOAXICA,2
outrosSintomas_DOR_RETROORBITRAL,2
outrosSintomas_VÔMITO_E_TONTURA,2
outrosSintomas_SANGRAMENTO_EM_GTT,2
"outrosSintomas_FRAQUEZA,NAUSEAS/VOMITOS,MIALGIA",2
outrosSintomas_dores_nas_costas_e_no_peito,2
outrosSintomas_EXAME_REALIZADO_PARA_INTERNAÇÃO_EM_CLINICA_DE_REABILITAÇÃO_PARA_ESQUADRÃO_DA_VIDA,2
outrosSintomas_VENDAS_DE_COSMETICOS,2
"outrosSintomas_COSTRUTOR_CIVIL_AUTONOMO,",2
outrosSintomas_WALQUIRIA,2
outrosSintomas_DESENTERIA.,2
outrosSintomas_Hipoglicemia/Dor_Abdominal/Mal-Estar,2
outrosSintomas_astenia_dor_nas_articulaçoes_ardencia_nos_olhos_diarreia,2
outrosSintomas_ORBITRALGIA,2
"outrosSintomas_VÔMITOS,NÁUSEAS",2
"outrosSintomas_DOR_RETRO-ORBITARIA,VOMITOS",2
outrosSintomas_Mialgia_e_enjoo,2
outrosSintomas_artragia,2
outrosSintomas_ARDOR_RETRO-ORBITAL_+_DOR_NO_CORPO_+_NAUSEAS,2
outrosSintomas_DOR_EM_REGIÃO_LOMBAR,2
outrosSintomas_SUDORESE_E_MIALGIA,2
"outrosSintomas_Mialgia,gripe,ânsia_de_vômito",2
outrosSintomas_cansaço_respiratorio,2
outrosSintomas_RINORREIA_+_OTALGIA,2
outrosSintomas_NARIZ_ENTUPIDO.,2
outrosSintomas_CRIANÇA_PREMATURA,2
"outrosSintomas_DESCONFORTO_RESPIRATORIO_,FADIGA",2
outrosSintomas_Influenza_A_não_subtipável,2
"outrosSintomas_NAUSEA,BOCA_SACA",2
outrosSintomas_gripe_dor_no_peito,2
"outrosSintomas_CONVULSAO,CABSAÇO_RESPIRATORIO",2
outrosSintomas_Cançaso,2
outrosSintomas_LOMBARLGIA,2
outrosSintomas_CANSAÇO_E_CONJUNTIVITE,2
outrosSintomas_DOR_NO_CORPO_._AFIRMA_CONTATO_COM_POSITIVADO_NO_SERVIÇO._TRABALHA_NA_EMPRESA_BIF_AGRO.,2
outrosSintomas_TRABALHADOR_RURAL_AUTONOMO,2
outrosSintomas_ESPIRRO_CANSAÇO_FRAQUEZA,2
outrosSintomas_tonteira.,2
outrosSintomas_Boca_Seca,2
outrosSintomas_DOR_MUSCULAR_E_NAUSEAS,2
"outrosSintomas_ESPIRROS,CEFALEIA",2
outrosSintomas_diarrréia,2
outrosSintomas_mae_Elisete_Cardoso_Weiers,2
outrosSintomas_DORSALGIA_VOMITOS,2
outrosSintomas_DOR_DE_GARGANTA_COM_DIFICULDADE_PARA_DEGLUTIR,2
"outrosSintomas_Mialgia_,Odinofalgia_",2
outrosSintomas_Protocolo_para_transferência_de_paciente_para_outra_instituição.,2
outrosSintomas_dor_em_olhos,2
outrosSintomas_Formigamento_Nas_Mãos,2
outrosSintomas_NAUESEAS,2
outrosSintomas_FADIGA_HA_2_MESES_SIC,2
outrosSintomas_Cansaço_e_Dor_nas_costas,2
outrosSintomas_DOR_NA_BARRIGA________________________________________________________________________________________________CONTATO_COM_SANDRA__LIMBERGER,2
outrosSintomas_Algia_em_MMII,2
outrosSintomas_RELATA__DOR_NO_PEITO,2
outrosSintomas_calafrios___/mãe:_Maria_Elizabeth_Kricheldorf,2
outrosSintomas_MIALGIA_ROUQUIDÃO,2
outrosSintomas_AT_EXTERNO_SEM__RELATO_DOS_SINTOMAS,2
outrosSintomas_Desânimo,2
outrosSintomas__Incomodo_No_Estomago,2
outrosSintomas_NEGA_CONTATO_COM_POSITIVADO._TRABALHA_NA_EMPRESA_JBS.,2
outrosSintomas_bronquite,2
outrosSintomas_WAGNER,2
"outrosSintomas_DOR_ABDOMINAL,CALAFRIOS,MIALGIA",2
outrosSintomas_FALTA_DE_AR._NEGA_CONTATO_COM_POSITIVADO._DIARISTA,2
outrosSintomas_nega_emp.,2
outrosSintomas_relata_cansaço,2
outrosSintomas_FRAQUEZA_____________________________________________________________________________________________TRAB_PREFEITURA_DE_NAVIRAI__________________________________________________________________________________________NEGA,2
outrosSintomas_ESTERNUTACAO_.ARTRALGIA_GENERALIZADA,2
outrosSintomas_Cansaço/emese/inapetencia,2
outrosSintomas_SEQUELADO_DE_HANSENIASE,2
outrosSintomas_DIFICULDADES_PARA_ANDAR,2
outrosSintomas_ardência_nos_olhos_e_dor_no_corpo,2
outrosSintomas_TIRAGEM_INTERCOSTAL._IOT,2
outrosSintomas_sensação_cançaso_em_repouso,2
outrosSintomas_calafrios_e_manchas_vermelhas,2
outrosSintomas_Mãe_-_Marly_da_Silva,2
outrosSintomas_DOR_NO_CORPO_________________________________________________________________________________________________+PARA_COVID_01/11/2021________________________________________________________________________________________TRAB_GER_ASSISTENCIA_SOCIAL,2
outrosSintomas_Dor_Cervical,2
"outrosSintomas_CONGESTÃO_NASAL,IMUNIZADO_COM_Á_VACINA_DE_COVID",2
outrosSintomas_Dor_Na_Região_Dorsal,2
outrosSintomas_DOR_ABDOMINAL_E_TORACICA._CONGESTAO_NASAL,2
"outrosSintomas_CANSAÇO,DOR__ATRZA_DOS_OLHOS______________________________________________________________________________________TRATAMENTO_PARA_TUBERCULOSE,CONTATO_COM_POSITIVO",2
outrosSintomas_FEBRE_E_DOR_NO_CORPO,2
outrosSintomas_O_FILHO_TESTOU_POSITIVO,2
outrosSintomas_INCOMODO_NO_ESTOMAGO________CTT+ESPOSO___TRAB:_GERENCIA_DE_RECEITA,2
outrosSintomas_DOR_NAS_COSTAS____CTT+_GENRO,2
outrosSintomas_FALTA_DE_AR_E_DOR_NO_PEITO,2
outrosSintomas_couquidao,2
outrosSintomas_NEGA_EMPREGO,2
outrosSintomas_DOR__NO_CORPO__E__DIARREIA,2
outrosSintomas_DOR_NO_CORPO_______________________________________________________________________________________CTT+_MÃE_MARLENE_CAMARGO______________________________________________________________TRAB_FAZENDA_JAGARA,2
outrosSintomas_TQUIPNEICA,2
outrosSintomas_SEPSEMIA,2
"outrosSintomas_DOR_NO_BRAÇO_E_PERNA_DIREITA,DOR_NA_FACE.",2
outrosSintomas_PARESTESIA_EM_MEMBROS,2
outrosSintomas_CAALFRIOS,2
"outrosSintomas_DOR_NAS_COSTA_,DOR_NO_CORPO",2
outrosSintomas_MAL_ESTAR_E_OBSTRUÇÃO_NASAL,2
outrosSintomas_toracalgia,2
outrosSintomas_Congestionamento_Nasal_E_Garganta_Arranhando,2
outrosSintomas_MUITO_PIGARRO,2
"outrosSintomas_CANSAÇO,PALADAR_ALTERADO",2
outrosSintomas_ADINAMIA_(FRAQUEZA)_SONOLÊNCIA_MIALGIA_/_ARTRALGIA_PRODUÇÃO_DE_ESCARRO_GÂNGLIOS_LINFÁTICOS_AUMENTADOS,2
outrosSintomas_AFIRMA_CONTATO_COM_A_FILHA_POSITIVADA_._ISABELA,2
outrosSintomas_TOSSE_LEVE,2
outrosSintomas_SANGRAMENTO_TRANSVAGINAL,2
"outrosSintomas_espirro,convulsão",2
outrosSintomas_dor_no_corpo_falta_de_ar,2
outrosSintomas_CONTATO_DO_COVID,2
outrosSintomas_DORES_NO_CORPO_E_NUCA,2
outrosSintomas_DESCONFORTO_RESPIRATÓRIO_PRECOCE,2
outrosSintomas_emise,2
outrosSintomas_FRAQUEZA_E_SUADEIRA,2
outrosSintomas_Dor_No_Corpo_.Dor_Nos_Olhos,2
outrosSintomas_DIARREIA_DOR_ABDOMINAL,2
"outrosSintomas_ASTENIA,MIAGIA.",2
outrosSintomas_CTT+_FILHA_AMAMDA_AGUIAR___________________________________________________________________________________________________TRAB_DOMESTICA,2
outrosSintomas_d_no_corpo,2
outrosSintomas_CEFALEIA_FALTA_DE_AR_ARDENCIA_NOS_OLHOS_HIPERTENSE,2
outrosSintomas_NEGA_CONTATO_POSITIVO,2
outrosSintomas_DIARREIA_______________________________________________________________________TRAB_ESCOLA_MARECHAL,2
outrosSintomas_DOR_NAS_COSTA_____________________________________________________________________________________________TRAB_USINA_RIO_AMAMBAI,2
outrosSintomas_DEFICIT_MOTOR_PROGRESSIVO,2
outrosSintomas_CALAFRIO_NAUSEA_MALGIA_DIARREIA_DOR_NOS_OLHOS,2
outrosSintomas_NAUSEAS_E_VOMITOSMORA_COM_A_IRMA_QUE_TESTOU_POSITIVO_PARA_COVID,2
"outrosSintomas_CEFALEIA,MIALGIA,DOR_NO_ESTOMAGO",2
outrosSintomas_SUDORESE_E_CALAFRIOS,2
outrosSintomas_8_EPISODIOS,2
outrosSintomas_Ardencia_Nos_Olhos,2
"outrosSintomas_MARIA_BELEM,",2
outrosSintomas_DOR_NO_PEITO_E_CANSAÇO,2
outrosSintomas_desconforto_respiratório_e_vômito,2
"outrosSintomas_MIALGIA,CALAFRIO,DIAREIA",2
outrosSintomas_SINTOMA_SGRIPAIS,2
outrosSintomas_CONTATO_COM_O_ESPOSO_POSITIVADO._TRABALHA_NA_SEDE_DA_FAZENDA.,2
outrosSintomas_ERITEMA_CUTANEO_AVERMELHADO,2
outrosSintomas_VÔMITOS_E_LEUCOPENIA,2
outrosSintomas_pruido_na_garganta,2
outrosSintomas_D_N_CORP,2
outrosSintomas_contato_com_positivo_e_necessita_apresentar_para_tratamento_de_cancer,2
outrosSintomas_CIANOSE_CENTRAL_E_EXTREMIDADES,2
outrosSintomas_DIA_10/02_FEBRE_E_TOSSE,2
outrosSintomas_SENSAÇÃO_DE_NARIZ_CONGESTIONADO_LEVE,2
outrosSintomas_NAUSEA_VOMITO_DIARREIA_MAL_ESTAR,2
outrosSintomas_ANOSMIA_FADIGA,2
outrosSintomas_dor_no_corpo(muscular),2
outrosSintomas_DOR_NO_OUVIDO_E_MIALGIA,2
"outrosSintomas_MIALGIA,DOR_TORACICA,VOMITOS",2
"outrosSintomas_tosse_seca_e_febre_(38,8C)_há_1_dia.",2
outrosSintomas_LOMBALGIA_E_DOR_EM_MMII_NO_MOMENTO,2
outrosSintomas_SEM_SINTOMAS_NO_MOMENTO,2
outrosSintomas_DOR_NOS_OLHOS_COMO_SINUZITE_+_CONTATO_COM_ACOMETIDO_COVID_(+),2
outrosSintomas_RINITE_E_SINUZITE,2
outrosSintomas_CONTATO_COVD+,2
outrosSintomas_ALTERAÇÃO_DE_OLFATO_E_PALADAR,2
outrosSintomas_SATURAÇAO_96%,2
outrosSintomas_NEGA_CONTATO_COM_POSITIVADO._TRABALHA_NA_ESCOLA_MARIA_AQUINO-AUXILIAR_ADIMINISTRATIVO.,2
"outrosSintomas_DOR_NO_CORPO,FALTA_DE_AR_CANSAÇO",2
"outrosSintomas_DORSALGIA,DIARREIA,FADIGA",2
outrosSintomas_CTT+_BIANCA_(NAMORADA)________________________________________________________________________________________________________________________________COPASUL,2
outrosSintomas_ASTENIA_E_TAQUICARDIA,2
outrosSintomas_NEGA_CTT_________________________________________________DO_LAR,2
outrosSintomas_DOR_EM_HIPOCONDRIO_A_DIREITA,2
outrosSintomas_CONTATO_COM_OUTROS_POSITIVO,2
